player,club today,squad,league,position,age,market value,contract months left,matches played,minutes played,goals,xg,assists,xa,duels per 90,"duels won, %",birth country,passport country,foot,height,weight,on loan,successful defensive actions per 90,defensive duels per 90,"defensive duels won, %",aerial duels per 90,"aerial duels won, %",shots blocked per 90,interceptions per 90,non-penalty goals per 90,xg per 90,head goals per 90,shots per 90,"shots on target, %","goal conversion, %",assists per 90,crosses per 90,"accurate crosses, %",crosses from left flank per 90,"accurate crosses from left flank, %",crosses from right flank per 90,"accurate crosses from right flank, %",crosses to goalie box per 90,dribbles per 90,"successful dribbles, %",offensive duels per 90,"offensive duels won, %",touches in box per 90,progressive runs per 90,accelerations per 90,received passes per 90,received long passes per 90,fouls per 90,fouls suffered per 90,passes per 90,"accurate passes, %",forward passes per 90,"accurate forward passes, %",back passes per 90,"accurate back passes, %",lateral passes per 90,"accurate lateral passes, %",short / medium passes per 90,"accurate short / medium passes, %",long passes per 90,"accurate long passes, %","average pass length, m","average long pass length, m",xa per 90,shot assists per 90,second assists per 90,third assists per 90,key passes per 90,passes to final third per 90,"accurate passes to final third, %",passes to penalty area per 90,"accurate passes to penalty area, %",through passes per 90,"accurate through passes, %",deep completions per 90,deep completed crosses per 90,progressive passes per 90,"accurate progressive passes, %",main position
Fake Player 24,FC Synthetic 4,FC Synthetic 4,Serie A,LCM,32,43.299348396570245,32,9,2774,3,4.649734561936531,7,10.193223997077348,7.525736164268169,77.1,Brazil,Brazil,left,174.66647021468816,84.00851161434346,1,13.787636197825396,6.523561575159882,66.9,4.608916903464375,68.6,0.5779099070472522,8.691274781677938,0.1511350576771296,0.163961941765352,0.006715567773497289,1.0943532242362721,68.0,77.1,0.1857606505268768,2.0891386486581625,73.4,0.7338813982770861,74.5,1.9184833064715825,85.6,0.8844372793579747,5.539281780411444,95.6,10.59178478696897,70.7,1.4915704371538896,2.1243016684220315,15.197832055485485,36.62712772448937,4.1008997436642645,2.5807982605438333,0.5506469000443652,47.02548574835603,56.5,28.3028362092793,73.9,14.72716846533238,69.8,22.453222800054842,73.2,58.07329794789875,86.3,1.1312541071539541,52.9,13.64201395367916,27.38865882892474,0.21417820842355237,0.22312324740060963,0.3922052040142008,0.5937187070065306,1.9519974374588809,9.934161074021631,72.5,0.9801923293043289,74.4,0.6564816561986515,70.5,2.548901854061985,0.4364162936900374,2.8587079799036132,75.7,LCM
Fake Player 25,FC Synthetic 1,FC Synthetic 1,Serie A,RCM,23,68.03627861311634,30,13,2719,10,9.779169790738402,2,0.05689671494248705,11.631750404289884,83.9,Brazil,Brazil,left,181.33645206124018,74.86974841143454,0,8.73060587558053,3.8077791172607576,83.8,2.5434876462349885,81.4,1.1060219810850844,3.1475024230015505,0.21217647184123156,0.04486563887062561,0.003875133152842947,2.220922006387127,75.4,82.6,0.08371093902878038,4.177751445756903,70.7,0.033560259260630665,74.7,2.2052413327856013,81.9,1.160774641978501,2.9686048551411974,88.6,4.973295261065321,78.1,1.9840598435493875,2.839824464085547,19.14325172931349,29.999470161140355,2.0311619535170253,0.9572579599667059,2.605605619802902,34.229370321415146,65.3,17.541546051637077,74.0,9.873935084654537,72.4,29.465408019808326,46.3,37.11403869313295,76.9,4.508632326683934,80.6,17.905330739385633,28.099379862997843,0.39816362461780014,0.5293800803483637,0.4281134723650425,0.025816994211470434,1.4668719356366422,6.547499291005748,63.7,2.0249137891675555,81.2,1.3557445871290588,85.9,2.425769232656198,0.6899400296120728,3.5825018094006094,69.8,RCM
Fake Player 26,FC Synthetic 2,FC Synthetic 2,Premier League,RCM,23,52.55439990424806,5,37,650,10,4.1157600219405985,8,10.240433512108401,13.65085306185652,79.9,Spain,Spain,right,179.69472768277387,71.77293888709816,1,10.650779106307056,3.696924767343944,61.3,1.5386003126160144,69.6,0.5922078965236093,6.513428105647478,0.2374062369768769,0.012602473563081085,0.06537304725769207,1.9939948723794703,74.1,72.2,0.3291743508772389,5.240175527879355,100.0,2.959877752574893,69.2,2.1351513597653895,84.8,0.5890650878413857,5.929844410072247,56.0,4.1019256975102385,73.3,1.4719427566212322,5.774645112068433,14.373636312101747,41.513215959920686,1.174247747115377,0.6708697259890685,2.934160182933346,70.99659687107648,80.6,17.593908444178453,74.2,9.713159111380671,67.4,32.004723925898105,70.2,51.362436305628286,77.0,7.039087692840543,62.9,13.351669250947582,28.312343610808014,0.3875967465507655,1.6595732322391263,0.4255439680497215,0.03538954236297853,0.7117376319407314,2.9202208194429327,68.5,3.620956339288214,68.7,0.21743407937271853,67.4,0.7828786356529416,0.35682767265797366,3.32727147259316,66.9,RCM
Fake Player 27,FC Synthetic 3,FC Synthetic 3,Ligue 1,AM,33,64.54695440781911,33,23,709,11,7.936821505599726,7,7.429429037123688,7.735558657800987,87.0,Spain,Spain,right,183.96607500344587,67.01405492731624,1,7.703417881993275,10.018828594850806,78.3,1.5752270506812303,77.5,0.5619846416331972,8.152075211598948,0.008732556658324642,0.1010571500782333,0.03390158575732604,2.2413148916085346,72.3,93.2,0.07935318531261122,4.451769715771013,80.6,0.6674467563862199,76.2,2.5753034552195477,75.4,0.04930150539970346,5.151277958001694,89.2,5.092497263361561,59.2,1.783600846254859,5.694030705367756,12.301826606049712,37.52107125082926,1.340396400701315,2.139882775311715,2.133512030009106,30.097850857791894,75.2,28.049108355080232,73.1,5.184778428370254,73.4,20.991164647284712,85.8,53.129001092572864,76.2,3.281937317909373,76.3,10.563337351305117,34.55581813636765,0.0884088775776673,1.1422402159359464,0.9906247733684951,0.7271484961719404,0.5680545590251389,2.3634460382300873,92.6,0.6262194830390391,50.0,0.12578248463905717,82.8,1.9712306567066769,0.06729384773115554,11.32480069842819,87.9,AM
Fake Player 28,FC Synthetic 4,FC Synthetic 4,Ligue 1,LCM,20,43.085059809193474,44,15,1257,8,0.8481927231183206,9,1.952921833259491,6.829589863195992,77.9,Norway,Norway,right,175.02333800876266,66.66813892592049,1,6.605883125849187,7.014656036282035,76.8,2.7552683280324684,73.6,1.1546399862416423,7.883232873394458,0.2060533507384756,0.37832471370830767,0.06554593927200013,1.63020583462564,82.9,66.2,0.2866491026909252,1.5586559851511854,70.4,2.444627828056118,78.2,0.5513762095683249,82.8,0.1741489618523348,4.355453372205709,84.4,4.03149575167397,75.1,1.8683621487490707,4.432042890957048,10.626162736291288,38.95937892116364,2.888403808712313,0.6298812593951398,2.151130596233423,70.54491069363416,48.1,17.683099489826738,77.5,12.40899182395896,93.9,32.38845438206043,58.2,32.62787623352772,54.8,1.8971358945199737,78.7,20.617379562547566,37.14770906858995,0.30227860376970095,1.3265179172785755,0.7067782575093406,0.21016516249231165,0.7329582535782764,8.322516077952226,75.7,2.1006841660366424,64.2,1.3043572105827306,71.1,2.318899474862609,0.4027950924443964,11.135426483529892,82.6,LCM
Fake Player 29,FC Synthetic 1,FC Synthetic 1,Premier League,AM,33,51.00049271214204,42,19,2026,7,5.554617101377639,2,9.275248657623408,10.30489354677896,71.4,Norway,Norway,right,172.32615002297663,84.04770593828468,1,12.74907903381328,11.376160396901584,68.8,3.136793911432401,83.7,0.5406917563210578,9.213187487109728,0.13793250375953514,0.49540488277556105,0.009402120216883037,2.980287079684841,59.7,77.2,0.30399400459846104,6.06645168499344,79.7,0.5059346454149358,67.2,0.00247385050405613,57.4,0.05808390184349427,1.0059547843037735,59.5,5.176552208052074,64.0,2.6135259632842036,0.8791642345290509,17.07930593963948,43.234853937455284,4.307816882052445,2.7312035478492014,1.819949644576771,45.02259593938939,87.4,15.96017726325372,82.5,11.365011092368064,88.9,13.724500387320349,76.1,25.81350844908569,74.2,7.875615806959464,81.0,18.23471910902687,28.5280454970883,0.13798073272802638,0.8439170157483227,0.35918444921059167,0.6564171236607336,1.7763063529995964,5.389026603214769,65.0,2.8118618823482358,74.4,0.7955494422847005,78.5,2.287920217884624,0.2605889944814319,9.974122695969701,68.1,AM
Fake Player 30,FC Synthetic 2,FC Synthetic 2,Bundesliga,AM,33,23.764293520414476,2,24,1402,8,8.020597869857243,8,10.26589850148703,9.971872484976608,78.4,Germany,Germany,right,192.3801550576661,63.80513113708673,0,9.965904788462815,8.509989077345573,74.8,5.239979297988077,69.7,0.2170613163865084,9.48415772527838,0.16851205107330186,0.4642630875286645,0.09498513799158634,0.9157416543273885,69.8,74.6,0.2299476168110937,2.049867024924929,64.9,0.8508034488167218,73.7,1.7955854671297984,83.6,0.493415475714739,1.2105445955368488,72.0,2.82936222868173,57.7,1.2696151495727157,3.763370689762686,17.444172441583188,20.252985889589414,0.8179282209699976,2.2288853677685463,1.3356835292859544,74.76625392429008,76.4,11.812214802929976,62.7,5.623116216533408,78.5,19.954378757731142,90.9,59.88105446556692,68.3,5.737170406425893,63.0,20.858909193296256,39.24993220726442,0.0641089920732366,0.32362037398850607,0.3715023738267226,0.7499221615007585,0.7245023117527107,3.9745031250335554,71.9,3.6069888046469485,75.6,1.6036500730987622,70.4,0.9603830375234172,0.3249300112112118,3.167185606759593,75.4,AM
Fake Player 31,FC Synthetic 3,FC Synthetic 3,Premier League,AM,28,59.05655982251297,12,23,1816,5,9.247016672198887,5,3.0511618050498877,7.909679731497565,45.7,Germany,Germany,right,192.71623498495518,62.751435203550244,1,10.364879237522509,3.3165838396597778,68.8,4.032388302123964,59.3,0.260299347366946,8.693646567355103,0.04011495939810011,0.2521096777688843,0.07485144668930954,1.7851779375243968,81.8,74.0,0.3451705499819314,5.588872003666772,90.0,1.2548319576851004,68.9,1.0615759179700017,76.8,0.7432370119030235,6.94519506463638,86.0,3.5853002911945833,76.4,3.315021530568406,5.9399286427324185,7.981640465357916,56.3078361415369,0.6371640910609223,2.88050181352228,0.8724445604488027,76.18501004103896,66.8,21.47041917043552,64.5,17.42466356427327,74.7,31.492995272677152,67.4,21.208768150053995,63.1,6.954834423637095,74.3,11.314343671098056,30.62025215003057,0.26636588024099733,1.7410846924859027,0.43079692474405573,0.05933116572496744,1.0330780422030243,4.781376245287576,59.0,2.578251794266115,91.8,1.8746226079426478,75.5,0.707134285738308,0.16295724578730442,7.742714699195859,72.0,AM
Fake Player 32,FC Synthetic 4,FC Synthetic 4,Bundesliga,DM,20,16.989962856931747,12,28,967,8,8.225830906174316,2,11.02552417083217,10.2212970704125,78.8,Spain,Spain,right,190.29968657285937,65.64132368070817,1,14.654159534817355,4.417710071857315,64.3,4.2972107498352585,61.2,0.11422504600436895,3.8223815691579954,0.31312822625945813,0.2659119278889671,0.08762672330257992,2.569285545332261,68.9,73.9,0.11642014098026002,3.163390664655102,68.4,0.9732169924248153,98.0,0.37136199335141307,81.3,0.5344762254854091,5.693703541021356,80.5,6.1705288339614786,79.9,2.031377248700266,5.708039256331893,19.208144227108313,22.84349587780325,2.593256611265794,1.2847166407830892,1.9601583567401266,73.44643432905227,84.9,19.24112727449404,57.5,17.533103640067083,83.4,28.770483707811252,75.0,43.89343674845772,89.3,6.264967906302466,91.7,24.93289268592913,31.23116276787922,0.2003474918107076,0.5454096898257335,0.036712187580449696,0.7697539544642392,1.4703284976360187,8.058982932371618,64.9,3.38569494933765,80.8,1.914080907465154,64.3,1.1187443549607377,0.6588400694456474,3.8723062608985144,63.7,DM
Fake Player 33,FC Synthetic 1,FC Synthetic 1,Ligue 1,CM,20,55.88905217666136,22,13,2473,10,0.36970727201174225,1,5.453489163583894,14.224576434797937,38.5,Spain,Spain,right,194.34613292293685,65.61108836652551,0,14.635799122221536,4.852378137117068,71.5,5.906429443447489,69.7,0.0006817551107333397,6.800179552034885,0.37696170032340903,0.15729078451792128,0.013647055404451092,3.1047093208486993,58.9,76.1,0.3526468884971453,5.696568088336614,80.0,2.395052438279583,74.1,0.5584162623127166,78.8,0.8408992125995882,6.625391552637682,61.9,10.794668555898763,80.3,2.971854390891364,1.0830137088596858,9.716961174508494,38.03698989263978,4.802843367741356,1.715395773004052,0.6123535087730176,31.469006488056625,68.2,10.358635923694576,83.7,6.416009435473178,86.3,35.116306445849645,62.0,46.00849096726836,80.0,5.887695917924331,92.1,24.91522850420548,29.46997242148215,0.21569222306227093,0.25950656098120645,0.52781640202125,0.26842121796128604,1.769581754702994,5.721978685070633,88.6,1.2794185663575026,75.8,0.8511857077883584,77.5,1.5435645450566968,0.5266309332452249,5.683839375588025,76.8,CM
Fake Player 34,FC Synthetic 2,FC Synthetic 2,Premier League,AM,22,68.99680639774563,7,27,1347,9,3.727023413067342,6,7.241093451999857,8.611683079519157,57.8,Brazil,Brazil,left,187.34974577339065,86.33944392982079,0,13.556421217024035,11.781624219506945,64.0,2.7651389216553555,62.5,0.5183347932005783,7.827247659900869,0.008907528251840003,0.3869697193188281,0.03201609688928694,1.608714819070273,81.7,83.5,0.2917641838397217,2.2376374204320744,85.7,2.8730802240462694,90.5,0.9952479373776687,65.1,0.7209137227391815,6.4138192295081655,81.1,2.5729074672228585,80.7,0.7850486843428626,2.6778201669970274,16.60132717625597,28.294915009575256,1.755544115363569,2.3542259126127973,2.561256419229685,72.2241971786261,68.1,22.735322876533118,77.5,11.340831258189061,66.7,11.405710680014652,91.3,47.271573678785934,74.7,3.6919484699164418,84.9,16.97499738255269,40.70412271886382,0.3309570648942034,1.2308674446797487,0.8113809515227647,0.38954595819974824,1.3854280922229874,8.947995940207012,73.6,1.7348330267975083,74.7,0.5286544485500646,75.4,1.806586091778294,0.2708631172953543,4.67091276637413,70.8,AM
Fake Player 35,FC Synthetic 3,FC Synthetic 3,Serie A,LCM,27,11.436124146821971,42,20,679,7,0.4869847231385127,3,11.815794403411724,5.360906169007576,79.5,Germany,Germany,left,187.94001685685998,72.7522119511748,1,6.876092927650336,4.968338035364714,78.2,2.7184492178702055,79.1,0.9230910975578657,4.964528310475613,0.24054910512453917,0.3823783439663243,0.03683441642063441,2.2032367972812583,86.2,88.8,0.3194999311047043,2.119972622172579,78.8,2.6258834509525455,73.0,0.21070011266010968,60.0,1.0169142027959104,1.122657898856505,53.6,4.126747067600307,55.7,2.144878879435284,2.235452102465616,19.435937927397966,40.95129477479502,4.816267425801717,1.1069474636520513,1.5522792486765387,89.40873684334579,78.6,21.10217143341601,80.1,22.456110639907955,74.2,15.231751534691455,74.2,30.225109758763587,69.4,3.2703799524254755,78.4,22.990880727757542,44.196276658737546,0.13461747035496924,0.3499205966922819,0.6605677932075106,0.08663919229531669,1.5555965537619607,7.8794047102215945,93.9,3.797462958748149,86.0,1.217227477484956,69.6,2.543461014493649,0.5538624813062414,10.28930981487466,65.5,LCM
Fake Player 36,FC Synthetic 4,FC Synthetic 4,Premier League,CM,20,49.53599950281166,38,36,2506,0,1.09282291114558,1,4.338432943670393,7.526471794596047,79.8,Brazil,Brazil,left,187.87770275887922,91.69243063553543,0,10.9427269430158,7.641801086592462,63.5,5.578408322491968,70.3,0.880159731359803,3.340414541174212,0.30553762691534325,0.4221361787912223,0.053717264832681855,0.7074198350217845,74.6,75.0,0.26583188381092565,3.9821550773048937,75.9,0.46073360084326964,77.6,0.17073960638535257,67.9,1.0004432453451093,5.751083738746443,72.8,11.083456755415963,61.4,0.598768362620649,1.2135045879769806,14.96218771454539,31.209204351885514,4.494565294655006,1.8546220502791673,1.536885560404937,44.557522111537374,92.8,14.93334710516352,60.7,16.64334136489157,56.8,11.454837468158994,75.5,48.863169771954034,78.0,6.0187101712613185,64.9,13.653528337083351,34.84999697356186,0.2668379038222652,0.37237133334770156,0.1984208467615416,0.8386299833648527,0.5119882333327201,9.7921132035634,74.0,3.600912895824402,69.1,1.2563858518564728,74.4,2.353295837572925,0.49270784716723803,3.4445139951927324,60.2,CM
Fake Player 37,FC Synthetic 1,FC Synthetic 1,Serie A,LCM,25,8.512564110164835,39,10,2938,9,6.753056286674841,4,9.757912149841355,7.729283791117423,63.4,Brazil,Brazil,right,179.4182289282692,64.3907602492996,0,13.781474246555375,11.425592384761766,82.1,1.8523157285278224,98.7,0.038578905363420235,4.788722567008375,0.11392303545995577,0.4477522885984422,0.02968684855074143,1.0109572643354867,55.4,83.2,0.33853720679598776,1.197616088190163,75.1,2.3300660290478707,61.8,2.7480787644973326,80.6,0.4770962206630192,3.7068744640669276,86.4,10.900146741599217,94.7,2.8656849713544768,4.321390711868185,5.746362349670293,54.400259922504155,1.7741078437438,2.148668187513695,1.3179271461897644,46.454314333520315,91.2,5.110023047588764,92.8,13.239494480239758,86.2,15.76342672747634,88.5,28.655982531250622,84.9,6.016991057240611,82.2,21.063492418349455,25.840612828639845,0.14647658678505013,1.6406786566685452,0.7280342413783699,0.560728786325764,1.7793340898440497,9.108030134318746,74.6,2.4528354394104657,73.6,1.2446898721517934,76.3,2.093221471866245,0.795974856566028,8.461791686100756,59.4,LCM
Fake Player 38,FC Synthetic 2,FC Synthetic 2,Ligue 1,LCM,19,58.33153463344272,10,10,539,4,7.132581963116982,7,3.8207894139415157,4.573304316314639,67.9,Spain,Spain,right,178.69356583542816,80.9132744221966,1,8.744639364489377,11.794734569229217,63.2,4.513983854665766,57.6,0.6839794843128395,6.639155213861111,0.3150222339452867,0.21717462411264787,0.006063074218940512,0.7074144873983435,82.1,68.0,0.3972395450870544,2.3517840326940003,74.4,0.4438407399141343,70.5,0.9363082480610886,81.9,0.5193216830416373,5.737349224003934,75.2,8.794508332959413,64.5,1.7029852694897434,2.006166003981302,12.964328237956824,35.85439335849681,4.176266289152661,2.947021636117603,2.923384721746466,78.81159297483237,78.6,16.164528754404692,68.9,14.302038569281919,95.7,10.12848431898805,81.6,53.1615302300673,66.7,7.654118688343653,73.4,23.188387852203487,30.21138632850952,0.017089558632171677,1.084897260772392,0.7194586063320303,0.5046652778471722,0.6962945305125992,4.036377694288073,81.4,2.164209182281958,64.1,0.6435572274377623,68.8,0.9377700202397297,0.9559842693402016,11.83894663776167,71.3,LCM
Fake Player 39,FC Synthetic 3,FC Synthetic 3,Premier League,DM,27,7.674964287058098,1,20,1679,9,7.737206827516263,3,9.590562266897892,4.954458006654659,88.7,Spain,Spain,left,172.2067882844701,74.35934423044002,1,6.01106165935585,5.127243918451901,69.3,4.65015226019974,77.0,0.18513975049617118,6.311442552436807,0.2529420203065205,0.3834377840535988,0.03688783807374707,2.6836426759955656,58.4,82.7,0.16806514180985546,5.34407351310609,69.2,2.740143319686304,77.1,2.9466920924207547,61.3,0.877721732461955,1.0402947049803108,70.0,4.404735540952379,81.1,3.8223848493704002,2.3967619171891377,5.019211092624833,45.55022223073749,3.5864028615596846,2.361758235605962,0.9372923819267971,39.62380830336483,79.6,5.151452928256293,76.7,9.165599888716102,75.8,25.12630905036599,66.2,28.76466696338538,75.0,4.980618724938257,80.6,22.21999399121168,28.16100582237692,0.15120604293453957,0.6347152140448574,0.26253921564899707,0.9685548109027556,0.43108069530172827,7.272473862420426,48.3,2.078735870090605,89.2,0.12750347283460606,73.7,1.5408653970178412,0.13067050897865595,8.870545832536335,74.1,DM
Fake Player 40,FC Synthetic 4,FC Synthetic 4,LaLiga,RCM,18,74.93924599334946,44,22,2734,7,8.654565480556629,10,7.20880702635171,11.214744880724126,70.2,Brazil,Brazil,right,184.34457583077872,72.57338165430636,0,13.109629022399218,3.4420587937503613,68.8,1.037833985949937,63.7,1.1292915417176368,4.413335850617293,0.371665052908428,0.4031993643979393,0.025454931462728217,1.364179906166422,78.1,67.4,0.32556627348382816,6.024300869832553,70.5,1.5536357270057353,90.9,2.8931010249912,65.2,0.8946487018362628,2.7291958072033857,83.9,6.198105610557858,68.1,1.6344347511049677,0.9969738218577988,16.415414677771746,29.955189125915158,2.803200750071407,0.795327125697685,0.8782695536880278,69.6350205302731,82.9,6.874962232475996,83.5,21.237630014158558,53.7,25.849431867047663,68.5,47.868241163043095,83.7,3.0623477405137147,68.7,22.17661117361736,41.85524569704036,0.38001378528165386,0.8275275620471338,0.6228746568569351,0.3345057599406708,1.9572397226132048,2.164344276225151,77.0,0.7057638154845561,78.9,0.4200096776511979,64.9,1.139220447558291,0.8839134789079829,2.792334890069597,66.2,RCM
Fake Player 41,FC Synthetic 1,FC Synthetic 1,Ligue 1,CM,30,11.85522647298637,14,28,2407,11,7.3943146847650985,8,2.596268342704817,7.073733050506832,97.4,France,France,left,173.67960408307005,88.00269436973063,1,9.817635513621717,4.382416492839827,88.3,3.075272731314712,70.1,0.20083799957301512,9.595324341467943,0.39240192454150913,0.15422981124887508,0.038592129146321485,2.6712358705755133,66.1,85.9,0.2978319038072134,1.4847121836268626,89.8,1.0091432641701203,77.2,0.4277138469813414,67.8,0.4720498704556997,5.507942654747813,84.7,4.11220994437965,75.8,2.473320643062044,3.238821573282661,7.78235795585601,20.7762460197607,2.403122643692936,1.6883336284582757,0.9138287538625753,75.3015826500347,62.4,15.765247562020852,65.1,23.280094109019352,81.1,29.736753442179843,79.9,51.336539433359036,55.6,4.426701595313342,73.3,16.945399481332977,26.697079748664102,0.19330499283536684,1.5126337619177088,0.6109490331219362,0.890779286476696,0.5629518658174898,9.928853795436787,74.5,3.623319863847984,67.9,0.3088388560444675,98.5,0.8577989027414956,0.7047969382849021,11.07849501962525,81.5,CM
Fake Player 42,FC Synthetic 2,FC Synthetic 2,LaLiga,RCM,18,76.75153942681735,32,18,2813,4,8.00871592106632,5,4.968313125470837,14.458780702269692,75.0,Spain,Spain,right,172.73425229107062,91.2190606665088,0,10.643926803591786,3.5699563083230226,78.3,1.6030935922685472,76.4,0.7519670612369779,10.405493349893796,0.016938445599481922,0.464621122003075,0.019695954262002626,0.6991948371298237,63.4,97.1,0.1811480662848072,6.292466256628626,73.9,0.4710764920025784,88.8,2.144772908688573,71.4,0.4954768286631378,5.758124731609539,88.1,3.2858850912520325,68.7,1.4008565149311514,1.3699232500863108,14.818651992020316,36.16618142453105,4.169762401664555,1.9719269574739302,2.14631870712691,32.22963970916143,81.4,7.047997104633192,69.5,23.213280845000874,66.0,21.547373416031306,68.8,27.55783001848755,74.4,5.295996717081434,76.6,22.299849216681594,44.32952481376768,0.04329217473474727,0.3194374605618833,0.8397876238561816,0.7196878810646042,0.44597354614035767,4.0880488704207725,89.9,3.3635232794536742,73.9,0.24780069156662043,85.6,0.22868700907374248,0.6925535452979048,8.430796776895962,74.3,RCM
Fake Player 43,FC Synthetic 3,FC Synthetic 3,Premier League,RCM,21,64.26984991072263,44,36,1621,12,0.48963709823279244,10,3.81162761236274,5.923160944303289,79.1,France,France,right,182.57884122288164,87.93148668077372,1,14.821442963178445,4.756118169831027,72.9,1.5195640004136712,51.7,0.3914860345968681,4.610786552421722,0.1779751044108025,0.04717075131982773,0.026189637456473548,3.0876434012249763,70.6,73.8,0.3707795998930048,5.785103224319075,67.1,0.035427264537013836,81.4,1.8024146673812076,61.4,1.0410675197792205,4.718287607287744,83.7,5.799983945138915,80.6,2.670394201315691,2.87649732968719,18.47152446021338,41.459459582331604,4.068857447127596,0.8665578571608819,2.979738296823996,63.22572565591357,67.7,11.891635844679156,76.8,9.478687833845994,68.4,10.09623072055552,53.8,29.519459505304113,70.7,3.9871085970383873,77.5,20.360572195319506,36.77027553249252,0.27513073175049035,0.40966510867977785,0.13607231183344126,0.9285281358522389,1.3268376201832157,7.318360748988672,84.6,2.096879006547535,80.1,1.8525666421431461,77.7,1.1504935175979336,0.3743008971424723,6.563109796052035,80.8,RCM
Fake Player 44,FC Synthetic 4,FC Synthetic 4,Serie A,DM,20,47.90087835284197,2,21,1505,10,2.345351504412986,4,0.9373007169643666,4.187094061257868,91.2,Germany,Germany,right,177.2994716467513,66.15362172912425,1,11.07211430494072,8.117127432333618,80.0,3.051054607545819,77.4,0.7698735911572226,10.436583324537773,0.2187951150312873,0.4971345895816414,0.06269523404322688,3.006590594333275,73.2,53.1,0.1577703718290379,6.218105774241792,69.8,0.7438409749826542,91.3,2.0719412193154607,60.8,0.9711162343141043,2.8075371366775825,85.8,7.758216050703502,76.4,2.134648225466321,1.2883822215681582,6.07716746139293,38.381886050470015,3.906213511741516,1.579915142452696,1.0886879260043867,64.55263551215297,78.2,21.38728421397421,100.0,11.214805355529139,81.3,30.216734632229112,74.5,51.16414954937468,73.7,6.537931863516837,79.9,11.986770972163065,35.354795741483265,0.3853517398874085,1.3092716629830254,0.19483850451152274,0.9078020527624597,0.7739536690929716,8.793228969596523,63.7,1.478039904518157,72.5,0.02769529194793585,86.7,0.9171255496009401,0.343908195464921,8.596924785411186,73.2,DM
Fake Player 45,FC Synthetic 1,FC Synthetic 1,Serie A,CM,32,62.827304265734206,1,9,2415,4,6.218977733752458,1,0.3580172411963698,12.042054756003095,76.3,Brazil,Brazil,right,171.56569826383895,67.0655334786859,0,9.249793856661015,11.212039166660777,53.9,2.0918633912943574,94.0,0.4947103157568902,3.1428876734014466,0.058697293283060996,0.3850453590794347,0.03881538345780651,0.7667862291508479,68.6,69.5,0.22618636651049503,5.190571327473039,86.0,2.7420601898439356,74.4,0.28857300004342434,66.8,0.20257620701966206,2.8621755477271775,82.3,5.599326754648052,70.5,1.797198915269715,5.746174394725801,9.678583256219834,58.4805745527544,4.992151780468832,1.2100145408395575,2.7640434926687196,48.206573843507655,72.7,12.715383565235475,78.0,8.212455496190735,77.5,11.628732632437377,60.2,23.439958865398115,70.0,5.092292485510864,69.2,11.712766060967802,41.94701244838373,0.3631780986177029,1.2925491220407932,0.48596950376780523,0.9910298050260696,0.440028569324888,3.2837173018237715,87.4,1.7002221224928569,69.7,1.2037154784726434,55.2,1.8013265155070866,0.005639484822516971,10.79044330472637,67.1,CM
Fake Player 46,FC Synthetic 2,FC Synthetic 2,Bundesliga,LCM,18,63.81407227966378,1,9,914,6,8.581253046248232,0,4.1577438648861715,13.572432623014441,65.0,Spain,Spain,right,189.48168050258494,80.99436413104203,0,8.699843678471979,7.83496995324906,74.6,4.87833246194229,70.5,0.9115716627676737,10.399699781655563,0.1345143321709447,0.04663545266216362,0.03453833931694921,0.5712695193715596,80.9,87.3,0.042376942796384626,5.044918403763789,81.8,2.3917865768166826,98.9,0.5656802359036741,75.9,0.6615628195130902,6.800583781852196,77.7,8.108245504659697,64.5,1.2129127217806297,1.2974039325842843,14.001019397250626,48.27356695384113,2.6533060742362276,0.7970688556550649,1.1965413980204311,82.58068016385104,80.0,29.94121485303776,91.1,11.144022672646264,70.1,35.98511292453232,91.2,27.630438098666566,76.4,1.066050093393554,61.6,21.5788320390196,25.550952425829124,0.22878433512325547,1.9504319321636692,0.04414514889230703,0.13167675203715756,1.2820180109885768,8.783034742483833,72.4,0.9310620505551132,68.5,1.8949475914802736,49.4,0.37444495679439416,0.9822048746373078,6.771272279152493,76.1,LCM
Fake Player 47,FC Synthetic 3,FC Synthetic 3,LaLiga,AM,25,75.73613796256909,8,38,1146,6,0.045001249396591225,10,0.22840977380983896,6.337360282457855,73.9,Brazil,Brazil,right,190.8170975788313,69.25067461242213,1,9.176192926540455,8.633906010291726,95.0,5.491826902647653,77.6,0.2768149503934294,10.615430320647263,0.3950589791025847,0.3281148240525003,0.05339056327223729,0.6688664389459735,70.5,80.5,0.0903100776265065,4.150559400069183,80.6,2.9093811232521585,70.1,0.2299159843526445,63.2,1.3390591180658853,3.635273075405227,75.9,4.962547353793054,77.7,0.8903247039000936,3.3703793461784826,10.13419607776152,59.826792025015806,4.131153400189621,1.7801048336586363,2.1197498003132504,39.76498315799138,76.2,27.90755084787453,87.1,11.656107442452006,68.5,10.67961963123812,76.8,38.22123624759661,94.2,4.98887921762406,91.2,19.381961331593857,40.54305498814019,0.1505122977394125,0.8741890662598093,0.41559419760170657,0.796016392091595,1.5661734090000239,2.0979653263265794,66.0,3.026264094570029,78.4,0.7201062549882558,71.0,0.9574548707885631,0.6065058323730488,7.313214828122293,62.4,AM
